Admin2;Province_State;Country_Region;Last_Update;Lat;Long_;Confirmed;Deaths;Recovered;Active;Combined_Key;Incidence_Rate;Case-Fatality_Ratio;ID
Plaquemines;Louisiana;US;26/07/2020 04:35;29.42245447;-89.60322085;367;18;0;349;Plaquemines, Louisiana, US;1582.101134;4.904632153;
Platte;Missouri;US;26/07/2020 04:35;39.38154439;-94.77068479;236;6;0;230;Platte, Missouri, US;226.0146718;2.542372881;
Platte;Nebraska;US;26/07/2020 04:35;41.57246836;-97.52144359;733;3;0;730;Platte, Nebraska, US;2190.020914;0.409276944;
Platte;Wyoming;US;26/07/2020 04:35;42.13299116;-104.966331;5;0;0;5;Platte, Wyoming, US;59.57345407;0;
Pleasants;West Virginia;US;26/07/2020 04:35;39.37091679;-81.16771771;7;0;0;7;Pleasants, West Virginia, US;93.83378016;0;
Plumas;California;US;26/07/2020 04:35;40.00355989;-120.8395236;28;0;0;28;Plumas, California, US;148.8807359;0;CA
Plymouth;Iowa;US;26/07/2020 04:35;42.737633;-96.21366621;408;6;0;402;Plymouth, Iowa, US;1620.526671;1.470588235;
Plymouth;Massachusetts;US;26/07/2020 04:35;41.94070556;-70.80802823;8967;702;0;8265;Plymouth, Massachusetts, US;1720.446199;7.828705253;
Pocahontas;Iowa;US;26/07/2020 04:35;42.73420133;-94.67862564;111;1;0;110;Pocahontas, Iowa, US;1676.990482;0.900900901;
Pocahontas;West Virginia;US;26/07/2020 04:35;38.32758728;-80.00993811;40;0;0;40;Pocahontas, West Virginia, US;485.0248575;0;
Poinsett;Arkansas;US;26/07/2020 04:35;35.57433534;-90.66268713;117;3;0;114;Poinsett, Arkansas, US;497.2798368;2.564102564;
Pointe Coupee;Louisiana;US;26/07/2020 04:35;30.71409502;-91.60209535;580;29;0;551;Pointe Coupee, Louisiana, US;2669.121031;5;
Polk;Arkansas;US;26/07/2020 04:35;34.48254879;-94.22728802;120;0;0;120;Polk, Arkansas, US;601.0819475;0;
Polk;Florida;US;26/07/2020 04:35;27.95027105;-81.69732947;11197;216;0;10981;Polk, Florida, US;1544.88898;1.929088149;
Polk;Georgia;US;26/07/2020 04:35;34.00267074;-85.18677781;509;5;0;504;Polk, Georgia, US;1194.471171;0.982318271;
Polk;Iowa;US;26/07/2020 04:35;41.68679484;-93.57767461;8985;191;0;8794;Polk, Iowa, US;1833.071175;2.125765164;
Polk;Minnesota;US;26/07/2020 04:35;47.77372465;-96.40134647;108;3;0;105;Polk, Minnesota, US;344.3438337;2.777777778;
Polk;Missouri;US;26/07/2020 04:35;37.6162296;-93.39828174;150;0;0;150;Polk, Missouri, US;466.5774985;0;
Polk;Nebraska;US;26/07/2020 04:35;41.18813488;-97.56630712;20;0;0;20;Polk, Nebraska, US;383.656244;0;
Polk;North Carolina;US;26/07/2020 04:35;35.27820615;-82.16812354;124;5;0;119;Polk, North Carolina, US;598.3400888;4.032258065;
Polk;Oregon;US;26/07/2020 04:35;44.90322804;-123.4128888;231;12;0;219;Polk, Oregon, US;268.339432;5.194805195;
Polk;Tennessee;US;26/07/2020 04:35;35.12245443;-84.52075859;93;0;0;93;Polk, Tennessee, US;552.5190114;0;
Polk;Texas;US;26/07/2020 04:35;30.79472531;-94.8276624;601;1;0;600;Polk, Texas, US;1170.330847;0.166389351;
Polk;Wisconsin;US;26/07/2020 04:35;45.46130348;-92.44182875;95;2;0;93;Polk, Wisconsin, US;216.9791928;2.105263158;
Ponce;Puerto Rico;US;26/07/2020 04:35;18.059498;-66.613748;360;0;0;360;Ponce, Puerto Rico, US;216.441107;0;
Pondera;Montana;US;26/07/2020 04:35;48.22773388;-112.2252703;8;0;0;8;Pondera, Montana, US;135.3408899;0;
Pontotoc;Mississippi;US;26/07/2020 04:35;34.226046;-89.03636807;595;6;0;589;Pontotoc, Mississippi, US;1849.319326;1.008403361;
Pontotoc;Oklahoma;US;26/07/2020 04:35;34.72959848;-96.68337199;124;2;0;122;Pontotoc, Oklahoma, US;323.8950998;1.612903226;
Pope;Arkansas;US;26/07/2020 04:35;35.44871474;-93.03212219;1021;6;0;1015;Pope, Arkansas, US;1593.51979;0.587659158;
Pope;Illinois;US;26/07/2020 04:35;37.41391284;-88.56152109;6;0;0;6;Pope, Illinois, US;143.6437635;0;
Pope;Minnesota;US;26/07/2020 04:35;45.58606667;-95.44451209;31;0;0;31;Pope, Minnesota, US;275.5800516;0;
Poquoson;Virginia;US;26/07/2020 04:35;37.14259351;-76.35798148;32;0;0;32;Poquoson, Virginia, US;260.7774428;0;
Portage;Ohio;US;26/07/2020 04:35;41.16793482;-81.19735782;635;59;0;576;Portage, Ohio, US;390.8510088;9.291338583;
Portage;Wisconsin;US;26/07/2020 04:35;44.47558711;-89.50152965;318;0;0;318;Portage, Wisconsin, US;449.3302436;0;
Porter;Indiana;US;26/07/2020 04:35;41.45986947;-87.06848888;1012;38;0;974;Porter, Indiana, US;593.9350545;3.754940711;
Portsmouth;Virginia;US;26/07/2020 04:35;36.85914825;-76.35971629;1225;21;0;1204;Portsmouth, Virginia, US;1297.696985;1.714285714;
Posey;Indiana;US;26/07/2020 04:35;38.02097333;-87.86480429;133;0;0;133;Posey, Indiana, US;523.0660322;0;
Pottawatomie;Kansas;US;26/07/2020 04:35;39.37925655;-96.34564657;99;0;0;99;Pottawatomie, Kansas, US;406.0205881;0;
Pottawatomie;Oklahoma;US;26/07/2020 04:35;35.20614018;-96.94923008;270;6;0;264;Pottawatomie, Oklahoma, US;371.9418118;2.222222222;
Pottawattamie;Iowa;US;26/07/2020 04:35;41.33640314;-95.53907776;1027;18;0;1009;Pottawattamie, Iowa, US;1101.860395;1.752677702;
Potter;Pennsylvania;US;26/07/2020 04:35;41.74471626;-77.89559864;20;0;0;20;Potter, Pennsylvania, US;121.0214208;0;
Potter;South Dakota;US;26/07/2020 04:35;45.06583079;-99.95498503;1;0;0;1;Potter, South Dakota, US;46.44681839;0;
Potter;Texas;US;26/07/2020 04:35;35.40133773;-101.893964;3353;42;0;3311;Potter, Texas, US;2855.682834;1.252609603;
Powder River;Montana;US;26/07/2020 04:35;45.39617714;-105.636738;1;0;0;1;Powder River, Montana, US;59.4530321;0;
Powell;Kentucky;US;26/07/2020 04:35;37.83218794;-83.82553961;34;0;0;34;Powell, Kentucky, US;275.1031637;0;
Power;Idaho;US;26/07/2020 04:35;42.69254894;-112.8395742;27;0;0;27;Power, Idaho, US;351.5167296;0;
Poweshiek;Iowa;US;26/07/2020 04:35;41.68625425;-92.53155731;123;8;0;115;Poweshiek, Iowa, US;664.7211414;6.504065041;
Powhatan;Virginia;US;26/07/2020 04:35;37.55016038;-77.91267882;111;3;0;108;Powhatan, Virginia, US;374.3423715;2.702702703;
Prairie;Arkansas;US;26/07/2020 04:35;34.83624419;-91.55162157;56;0;0;56;Prairie, Arkansas, US;694.6167204;0;
Pratt;Kansas;US;26/07/2020 04:35;37.64780729;-98.73922153;32;0;0;32;Pratt, Kansas, US;349.1924924;0;
Preble;Ohio;US;26/07/2020 04:35;39.7420247;-84.64787018;122;2;0;120;Preble, Ohio, US;298.4198425;1.639344262;
Prentiss;Mississippi;US;26/07/2020 04:35;34.61810501;-88.51986294;245;6;0;239;Prentiss, Mississippi, US;975.0855687;2.448979592;
Presidio;Texas;US;26/07/2020 04:35;29.99954402;-104.2408079;35;0;0;35;Presidio, Texas, US;522.0763723;0;
Presque Isle;Michigan;US;26/07/2020 04:35;45.34018577;-83.91498656;14;1;0;13;Presque Isle, Michigan, US;111.1817027;7.142857143;
Preston;West Virginia;US;26/07/2020 04:35;39.46770987;-79.66712803;117;2;0;115;Preston, West Virginia, US;349.9641062;1.709401709;
Price;Wisconsin;US;26/07/2020 04:35;45.68051754;-90.3609888;19;0;0;19;Price, Wisconsin, US;142.3114373;0;
Prince Edward;Virginia;US;26/07/2020 04:35;37.22554789;-78.43597949;246;6;0;240;Prince Edward, Virginia, US;1078.852732;2.43902439;
Prince George;Virginia;US;26/07/2020 04:35;37.18497668;-77.22922187;304;2;0;302;Prince George, Virginia, US;792.6368211;0.657894737;
Prince George's;Maryland;US;26/07/2020 04:35;38.83070039;-76.8496441;21432;729;0;20703;Prince George's, Maryland, US;2356.907911;3.401455767;
Prince William;Virginia;US;26/07/2020 04:35;38.70916224;-77.48713689;8417;167;0;8250;Prince William, Virginia, US;1789.575515;1.984079838;
Prince of Wales-Hyder;Alaska;US;26/07/2020 04:35;55.76261984;-133.0511621;2;0;0;2;Prince of Wales-Hyder, Alaska, US;32.24246332;0;
Providence;Rhode Island;US;26/07/2020 04:35;41.87064746;-71.57753536;14033;0;0;14033;Providence, Rhode Island, US;2196.324799;0;
Prowers;Colorado;US;26/07/2020 04:35;37.95544985;-102.3926052;45;0;0;45;Prowers, Colorado, US;369.700953;0;
Pueblo;Colorado;US;26/07/2020 04:35;38.17359144;-104.5127437;552;33;0;519;Pueblo, Colorado, US;327.7442645;5.97826087;
Pulaski;Arkansas;US;26/07/2020 04:35;34.77054088;-92.31355101;4297;71;0;4226;Pulaski, Arkansas, US;1096.422402;1.652315569;
Pulaski;Georgia;US;26/07/2020 04:35;32.23334561;-83.4754996;75;2;0;73;Pulaski, Georgia, US;673.430906;2.666666667;
Pulaski;Illinois;US;26/07/2020 04:35;37.22631423;-89.13085001;89;0;0;89;Pulaski, Illinois, US;1668.228679;0;
Pulaski;Indiana;US;26/07/2020 04:35;41.04166107;-86.69890683;69;1;0;68;Pulaski, Indiana, US;558.5687687;1.449275362;
Pulaski;Kentucky;US;26/07/2020 04:35;37.10466131;-84.57629079;179;2;0;177;Pulaski, Kentucky, US;275.4736146;1.117318436;
Pulaski;Missouri;US;26/07/2020 04:35;37.82462075;-92.20783203;170;1;0;169;Pulaski, Missouri, US;323.1509115;0.588235294;
Pulaski;Virginia;US;26/07/2020 04:35;37.06474963;-80.71229738;63;2;0;61;Pulaski, Virginia, US;185.1470891;3.174603175;
Pushmataha;Oklahoma;US;26/07/2020 04:35;34.41635232;-95.37603505;53;0;0;53;Pushmataha, Oklahoma, US;477.6496035;0;
Putnam;Florida;US;26/07/2020 04:35;29.60779729;-81.74230285;1150;13;0;1137;Putnam, Florida, US;1543.189168;1.130434783;
Putnam;Georgia;US;26/07/2020 04:35;33.32056115;-83.37552891;303;17;0;286;Putnam, Georgia, US;1369.863014;5.610561056;
Putnam;Illinois;US;26/07/2020 04:35;41.2013541;-89.2869272;7;0;0;7;Putnam, Illinois, US;121.9724691;0;
Putnam;Indiana;US;26/07/2020 04:35;39.66437981;-86.84517605;205;8;0;197;Putnam, Indiana, US;545.5609964;3.902439024;
Putnam;Missouri;US;26/07/2020 04:35;40.47942497;-93.02042674;4;0;0;4;Putnam, Missouri, US;85.17887564;0;
Putnam;New York;US;26/07/2020 04:35;41.42630093;-73.74965532;1403;63;0;1340;Putnam, New York, US;1426.973149;4.490377762;
Putnam;Ohio;US;26/07/2020 04:35;41.02094889;-84.1336111;170;16;0;154;Putnam, Ohio, US;502.0525088;9.411764706;
Putnam;Tennessee;US;26/07/2020 04:35;36.14005459;-85.50646123;1349;11;0;1338;Putnam, Tennessee, US;1681.101626;0.815418829;
Putnam;West Virginia;US;26/07/2020 04:35;38.50782345;-81.9082131;136;0;0;136;Putnam, West Virginia, US;240.9211692;0;
Quay;New Mexico;US;26/07/2020 04:35;35.10403332;-103.5481727;30;1;0;29;Quay, New Mexico, US;363.5041803;3.333333333;
Quebradillas;Puerto Rico;US;26/07/2020 04:35;18.439692;-66.926113;56;0;0;56;Quebradillas, Puerto Rico, US;216.0577183;0;
Queen Anne's;Maryland;US;26/07/2020 04:35;39.06198912;-76.03530977;357;23;0;334;Queen Anne's, Maryland, US;708.6004645;6.442577031;
Quitman;Georgia;US;26/07/2020 04:35;31.86728114;-85.01773177;25;1;0;24;Quitman, Georgia, US;1087.429317;4;
Quitman;Mississippi;US;26/07/2020 04:35;34.25157572;-90.28908;159;1;0;158;Quitman, Mississippi, US;2340.989399;0.628930818;
Rabun;Georgia;US;26/07/2020 04:35;34.88389445;-83.40304637;150;3;0;147;Rabun, Georgia, US;875.2990605;2;
Racine;Wisconsin;US;26/07/2020 04:35;42.74753117;-88.05941254;2881;72;0;2809;Racine, Wisconsin, US;1467.569316;2.499132246;
Radford;Virginia;US;26/07/2020 04:35;37.12222899;-80.5602732;22;0;0;22;Radford, Virginia, US;120.5545509;0;
Rains;Texas;US;26/07/2020 04:35;32.87109387;-95.79232691;37;1;0;36;Rains, Texas, US;295.6688509;2.702702703;
Raleigh;West Virginia;US;26/07/2020 04:35;37.76936795;-81.2456041;125;0;0;125;Raleigh, West Virginia, US;170.3902619;0;
Ralls;Missouri;US;26/07/2020 04:35;39.52817427;-91.51838643;16;0;0;16;Ralls, Missouri, US;155.2041905;0;
Ramsey;Minnesota;US;26/07/2020 04:35;45.01625271;-93.09872295;6164;253;0;5911;Ramsey, Minnesota, US;1120.073557;4.104477612;
Ramsey;North Dakota;US;26/07/2020 04:35;48.26886249;-98.72223879;28;1;0;27;Ramsey, North Dakota, US;243.076656;3.571428571;
Randall;Texas;US;26/07/2020 04:35;34.96585996;-101.8971322;1442;17;0;1425;Randall, Texas, US;1047.105212;1.178918169;
Randolph;Alabama;US;26/07/2020 04:35;33.29526734;-85.45708831;357;10;0;347;Randolph, Alabama, US;1571.16451;2.801120448;
Randolph;Arkansas;US;26/07/2020 04:35;36.3415714;-91.02455531;136;2;0;134;Randolph, Arkansas, US;757.3226417;1.470588235;
Randolph;Georgia;US;26/07/2020 04:35;31.76622818;-84.75732369;235;26;0;209;Randolph, Georgia, US;3467.099439;11.06382979;
Randolph;Illinois;US;26/07/2020 04:35;38.05095369;-89.82512254;399;7;0;392;Randolph, Illinois, US;1255.427601;1.754385965;
Randolph;Indiana;US;26/07/2020 04:35;40.15734772;-85.01139319;91;4;0;87;Randolph, Indiana, US;368.9438476;4.395604396;
Randolph;Missouri;US;26/07/2020 04:35;39.44007257;-92.4971374;26;1;0;25;Randolph, Missouri, US;105.0589947;3.846153846;
Randolph;North Carolina;US;26/07/2020 04:35;35.71015088;-79.80570339;1904;36;0;1868;Randolph, North Carolina, US;1325.286948;1.890756303;
Randolph;West Virginia;US;26/07/2020 04:35;38.769899;-79.87919615;205;0;0;205;Randolph, West Virginia, US;714.410176;0;
Rankin;Mississippi;US;26/07/2020 04:35;32.26469147;-89.94537876;1763;23;0;1740;Rankin, Mississippi, US;1135.434176;1.304594441;
Ransom;North Dakota;US;26/07/2020 04:35;46.45621782;-97.65742504;25;0;0;25;Ransom, North Dakota, US;479.1107704;0;
Rapides;Louisiana;US;26/07/2020 04:35;31.19778499;-92.52997303;2585;96;0;2489;Rapides, Louisiana, US;1993.860299;3.713733075;
Rappahannock;Virginia;US;26/07/2020 04:35;38.68295619;-78.15826963;39;1;0;38;Rappahannock, Virginia, US;529.1723202;2.564102564;
Ravalli;Montana;US;26/07/2020 04:35;46.08520862;-114.1189164;51;1;0;50;Ravalli, Montana, US;116.4224079;1.960784314;
Ray;Missouri;US;26/07/2020 04:35;39.3537468;-93.98905745;47;0;0;47;Ray, Missouri, US;204.1880268;0;
Reagan;Texas;US;26/07/2020 04:35;31.36607041;-101.5232659;51;5;0;46;Reagan, Texas, US;1325.019486;9.803921569;
Real;Texas;US;26/07/2020 04:35;29.83321503;-99.82018052;71;0;0;71;Real, Texas, US;2056.778679;0;
Red Lake;Minnesota;US;26/07/2020 04:35;47.87197525;-96.09561104;8;0;0;8;Red Lake, Minnesota, US;197.2872996;0;
Red River;Louisiana;US;26/07/2020 04:35;32.09530039;-93.34213308;162;9;0;153;Red River, Louisiana, US;1918.976546;5.555555556;
Red River;Texas;US;26/07/2020 04:35;33.61886692;-95.04841765;131;12;0;119;Red River, Texas, US;1089.578308;9.160305344;
Red Willow;Nebraska;US;26/07/2020 04:35;40.1755688;-100.476998;13;0;0;13;Red Willow, Nebraska, US;121.2234241;0;
Redwood;Minnesota;US;26/07/2020 04:35;44.40555844;-95.25207021;28;0;0;28;Redwood, Minnesota, US;184.5748187;0;
Reeves;Texas;US;26/07/2020 04:35;31.32323325;-103.6903896;106;2;0;104;Reeves, Texas, US;663.4952429;1.886792453;
Refugio;Texas;US;26/07/2020 04:35;28.3238976;-97.15766311;138;0;0;138;Refugio, Texas, US;1986.183074;0;
Reno;Kansas;US;26/07/2020 04:35;37.95230263;-98.08607292;196;1;0;195;Reno, Kansas, US;316.1392303;0.510204082;
Rensselaer;New York;US;26/07/2020 04:35;42.71348136;-73.51089874;681;30;0;651;Rensselaer, New York, US;429.0736797;4.405286344;
Renville;Minnesota;US;26/07/2020 04:35;44.72836381;-94.94553734;46;4;0;42;Renville, Minnesota, US;316.1946659;8.695652174;
Renville;North Dakota;US;26/07/2020 04:35;48.71982533;-101.6603912;9;0;0;9;Renville, North Dakota, US;386.7640739;0;
Republic;Kansas;US;26/07/2020 04:35;39.82799632;-97.65036709;23;0;0;23;Republic, Kansas, US;496.1173425;0;
Reynolds;Missouri;US;26/07/2020 04:35;37.36085952;-90.97009925;10;0;0;10;Reynolds, Missouri, US;159.4896332;0;
Rhea;Tennessee;US;26/07/2020 04:35;35.60536161;-84.93076643;434;1;0;433;Rhea, Tennessee, US;1308.529563;0.230414747;
Rice;Kansas;US;26/07/2020 04:35;38.34616184;-98.19992118;21;0;0;21;Rice, Kansas, US;220.1950299;0;
Rice;Minnesota;US;26/07/2020 04:35;44.3543376;-93.29658715;944;8;0;936;Rice, Minnesota, US;1409.544287;0.847457627;
Richardson;Nebraska;US;26/07/2020 04:35;40.1247415;-95.71755036;17;1;0;16;Richardson, Nebraska, US;216.1474889;5.882352941;
Richland;Illinois;US;26/07/2020 04:35;38.71240969;-88.08475366;11;0;0;11;Richland, Illinois, US;70.90827048;0;
Richland;Louisiana;US;26/07/2020 04:35;32.41391005;-91.76634876;447;5;0;442;Richland, Louisiana, US;2221.44916;1.118568233;
Richland;Montana;US;26/07/2020 04:35;47.78668011;-104.5610786;41;0;0;41;Richland, Montana, US;379.5242062;0;
Richland;North Dakota;US;26/07/2020 04:35;46.26440649;-96.94852979;69;0;0;69;Richland, North Dakota, US;426.5314953;0;
Richland;Ohio;US;26/07/2020 04:35;40.77180308;-82.5379961;477;8;0;469;Richland, Ohio, US;393.7137858;1.677148847;
Richland;South Carolina;US;26/07/2020 04:35;34.01791263;-80.90267209;6938;126;0;6812;Richland, South Carolina, US;1668.755216;1.816085327;
Richland;Wisconsin;US;26/07/2020 04:35;43.3762778;-90.43012729;21;4;0;17;Richland, Wisconsin, US;121.7250174;19.04761905;
Richmond;Georgia;US;26/07/2020 04:35;33.35777107;-82.07026432;2721;74;0;2647;Richmond, Georgia, US;1343.584274;2.719588387;
Richmond;North Carolina;US;26/07/2020 04:35;35.00417719;-79.74491009;432;8;0;424;Richmond, North Carolina, US;963.6619153;1.851851852;
Richmond;Virginia;US;26/07/2020 04:35;37.937575;-76.72920628;320;4;0;316;Richmond, Virginia, US;3546.492297;1.25;
Richmond City;Virginia;US;26/07/2020 04:35;37.53255773;-77.47966921;2695;36;0;2659;Richmond City, Virginia, US;1169.522123;1.33580705;
Riley;Kansas;US;26/07/2020 04:35;39.28935726;-96.73420026;419;4;0;415;Riley, Kansas, US;564.4465998;0.954653938;
Rincon;Puerto Rico;US;26/07/2020 04:35;18.335443;-67.23174;76;0;0;76;Rincon, Puerto Rico, US;500;0;
Ringgold;Iowa;US;26/07/2020 04:35;40.73518949;-94.24368535;21;1;0;20;Ringgold, Iowa, US;429.0968533;4.761904762;
Rio Arriba;New Mexico;US;26/07/2020 04:35;36.51072137;-106.6931674;271;2;0;269;Rio Arriba, New Mexico, US;696.2822127;0.73800738;
Rio Blanco;Colorado;US;26/07/2020 04:35;39.97913541;-108.2179009;6;0;0;6;Rio Blanco, Colorado, US;94.87666034;0;
Rio Grande;Colorado;US;26/07/2020 04:35;37.5836865;-106.3847838;87;2;0;85;Rio Grande, Colorado, US;772.1665039;2.298850575;
Rio Grande;Puerto Rico;US;26/07/2020 04:35;18.346329;-65.813742;190;0;0;190;Rio Grande, Puerto Rico, US;349.882145;0;
Ripley;Indiana;US;26/07/2020 04:35;39.10235626;-85.26212744;176;7;0;169;Ripley, Indiana, US;621.3811609;3.977272727;
Ripley;Missouri;US;26/07/2020 04:35;36.65460667;-90.85990261;36;0;0;36;Ripley, Missouri, US;270.9211318;0;
Ritchie;West Virginia;US;26/07/2020 04:35;39.18094587;-81.06356878;3;0;0;3;Ritchie, West Virginia, US;31.40046054;0;
Riverside;California;US;26/07/2020 04:35;33.74314981;-115.9933578;33467;637;0;32830;Riverside, California, US;1354.639825;1.903367496;CA
Roane;Tennessee;US;26/07/2020 04:35;35.84923189;-84.52458689;208;1;0;207;Roane, Tennessee, US;389.6444494;0.480769231;
Roane;West Virginia;US;26/07/2020 04:35;38.71622686;-81.35243568;14;1;0;13;Roane, West Virginia, US;102.2793688;7.142857143;
Roanoke;Virginia;US;26/07/2020 04:35;37.26865804;-80.06396753;390;6;0;384;Roanoke, Virginia, US;414.0742786;1.538461538;
Roanoke City;Virginia;US;26/07/2020 04:35;37.27791025;-79.96189766;698;10;0;688;Roanoke City, Virginia, US;704.0335677;1.432664756;
Roberts;South Dakota;US;26/07/2020 04:35;45.62975048;-96.94672673;63;0;0;63;Roberts, South Dakota, US;606.1189148;0;
Roberts;Texas;US;26/07/2020 04:35;35.83809685;-100.813175;6;0;0;6;Roberts, Texas, US;702.5761124;0;
Robertson;Kentucky;US;26/07/2020 04:35;38.51923469;-84.05055616;2;0;0;2;Robertson, Kentucky, US;94.87666034;0;
Robertson;Tennessee;US;26/07/2020 04:35;36.52454807;-86.87346725;1236;16;0;1220;Robertson, Tennessee, US;1721.136842;1.294498382;
Robertson;Texas;US;26/07/2020 04:35;31.02539637;-96.51272246;195;0;0;195;Robertson, Texas, US;1142.087384;0;
Robeson;North Carolina;US;26/07/2020 04:35;34.64244496;-79.1025053;2175;50;0;2125;Robeson, North Carolina, US;1665.07177;2.298850575;
Rock;Minnesota;US;26/07/2020 04:35;43.67482683;-96.25296832;60;0;0;60;Rock, Minnesota, US;644.1223833;0;
Rock;Nebraska;US;26/07/2020 04:35;42.42252217;-99.44832069;2;0;0;2;Rock, Nebraska, US;147.3839352;0;
Rock;Wisconsin;US;26/07/2020 04:35;42.67151616;-89.071479;1279;25;0;1254;Rock, Wisconsin, US;782.9621558;1.954652072;
Rock Island;Illinois;US;26/07/2020 04:35;41.46613806;-90.57042164;1437;30;0;1407;Rock Island, Illinois, US;1012.83488;2.087682672;
Rockbridge;Virginia;US;26/07/2020 04:35;37.81204314;-79.44605905;57;0;0;57;Rockbridge, Virginia, US;252.5140655;0;
Rockcastle;Kentucky;US;26/07/2020 04:35;37.36642393;-84.31176452;46;0;0;46;Rockcastle, Kentucky, US;275.5315963;0;
Rockdale;Georgia;US;26/07/2020 04:35;33.65145002;-84.02202167;976;12;0;964;Rockdale, Georgia, US;1073.754621;1.229508197;
Rockingham;New Hampshire;US;26/07/2020 04:35;42.98499744;-71.12883377;1581;94;0;1487;Rockingham, New Hampshire, US;510.3803157;5.945604048;
Rockingham;North Carolina;US;26/07/2020 04:35;36.39593137;-79.77504841;415;5;0;410;Rockingham, North Carolina, US;455.9938468;1.204819277;
Rockingham;Virginia;US;26/07/2020 04:35;38.51006137;-78.87260325;850;16;0;834;Rockingham, Virginia, US;1037.24313;1.882352941;
Rockland;New York;US;26/07/2020 04:35;41.15027894;-74.02560498;13837;673;0;13164;Rockland, New York, US;4247.2275;4.863771049;
Rockwall;Texas;US;26/07/2020 04:35;32.89779518;-96.40771592;635;17;0;618;Rockwall, Texas, US;605.2518706;2.677165354;
Roger Mills;Oklahoma;US;26/07/2020 04:35;35.68711719;-99.69666167;6;0;0;6;Roger Mills, Oklahoma, US;167.4574379;0;
Rogers;Oklahoma;US;26/07/2020 04:35;36.37004357;-95.60406759;577;12;0;565;Rogers, Oklahoma, US;624.0603943;2.079722704;
Rolette;North Dakota;US;26/07/2020 04:35;48.77245354;-99.84097493;17;0;0;17;Rolette, North Dakota, US;119.9209932;0;
Rooks;Kansas;US;26/07/2020 04:35;39.35022773;-99.32484567;13;0;0;13;Rooks, Kansas, US;264.2276423;0;
Roosevelt;Montana;US;26/07/2020 04:35;48.29607488;-105.0079268;9;0;0;9;Roosevelt, Montana, US;81.78844057;0;
Roosevelt;New Mexico;US;26/07/2020 04:35;34.02097406;-103.4799493;108;1;0;107;Roosevelt, New Mexico, US;583.7837838;0.925925926;
Roscommon;Michigan;US;26/07/2020 04:35;44.33473082;-84.61067651;45;0;0;45;Roscommon, Michigan, US;187.3516799;0;
Roseau;Minnesota;US;26/07/2020 04:35;48.77501878;-95.81079919;34;0;0;34;Roseau, Minnesota, US;224.2004616;0;
Rosebud;Montana;US;26/07/2020 04:35;46.23397237;-106.729288;19;1;0;18;Rosebud, Montana, US;212.5993063;5.263157895;
Ross;Ohio;US;26/07/2020 04:35;39.33705391;-83.06000914;253;5;0;248;Ross, Ohio, US;330.0028696;1.976284585;
Routt;Colorado;US;26/07/2020 04:35;40.48596505;-106.9905548;94;6;0;88;Routt, Colorado, US;366.6432639;6.382978723;
Rowan;Kentucky;US;26/07/2020 04:35;38.19484205;-83.42088935;54;0;0;54;Rowan, Kentucky, US;220.7686018;0;
Rowan;North Carolina;US;26/07/2020 04:35;35.64003916;-80.52446628;1842;45;0;1797;Rowan, North Carolina, US;1296.379708;2.442996743;
Runnels;Texas;US;26/07/2020 04:35;31.8314342;-99.97616148;78;2;0;76;Runnels, Texas, US;759.9376461;2.564102564;
Rush;Indiana;US;26/07/2020 04:35;39.62002287;-85.4655599;75;4;0;71;Rush, Indiana, US;452.3249502;5.333333333;
Rush;Kansas;US;26/07/2020 04:35;38.52275276;-99.30863983;5;0;0;5;Rush, Kansas, US;164.6903821;0;
Rusk;Texas;US;26/07/2020 04:35;32.10773545;-94.76176432;294;3;0;291;Rusk, Texas, US;540.3815756;1.020408163;
Rusk;Wisconsin;US;26/07/2020 04:35;45.47498854;-91.1333012;13;1;0;12;Rusk, Wisconsin, US;91.6913528;7.692307692;
Russell;Alabama;US;26/07/2020 04:35;32.28725256;-85.18415324;1031;1;0;1030;Russell, Alabama, US;1778.782285;0.09699321;
Russell;Kansas;US;26/07/2020 04:35;38.91462787;-98.76254297;8;0;0;8;Russell, Kansas, US;116.6861144;0;
Russell;Kentucky;US;26/07/2020 04:35;36.99308373;-85.06070117;85;5;0;80;Russell, Kentucky, US;474.2509625;5.882352941;
Russell;Virginia;US;26/07/2020 04:35;36.9302832;-82.10095486;39;1;0;38;Russell, Virginia, US;146.6937486;2.564102564;
Rutherford;North Carolina;US;26/07/2020 04:35;35.40114178;-81.92112099;537;13;0;524;Rutherford, North Carolina, US;801.1457727;2.420856611;
Rutherford;Tennessee;US;26/07/2020 04:35;35.84591405;-86.4107263;5202;47;0;5155;Rutherford, Tennessee, US;1565.523572;0.903498654;
Rutland;Vermont;US;26/07/2020 04:35;43.57723578;-73.03741676;83;1;0;82;Rutland, Vermont, US;142.6337406;1.204819277;
Sabana Grande;Puerto Rico;US;26/07/2020 04:35;18.08282;-66.943758;98;0;0;98;Sabana Grande, Puerto Rico, US;387.8883831;0;
Sabine;Louisiana;US;26/07/2020 04:35;31.56388699;-93.55433981;432;4;0;428;Sabine, Louisiana, US;1808.742254;0.925925926;
Sabine;Texas;US;26/07/2020 04:35;31.34318809;-93.85440451;36;1;0;35;Sabine, Texas, US;341.4911781;2.777777778;
Sac;Iowa;US;26/07/2020 04:35;42.38624071;-95.10547892;75;0;0;75;Sac, Iowa, US;771.5255632;0;
Sacramento;California;US;26/07/2020 04:35;38.45106826;-121.3425374;8554;103;0;8451;Sacramento, California, US;551.1391971;1.204115034;CA
